id,source,source_url,cycle,sex,age_min,age_max,metric,percentile,value,unit,sample_n,weighted_sample_sum,source_file,source_variable,notes
nhanes-2017-2018-female-18-59-body_weight_kg-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,body_weight_kg,50,73.5,kg,1843,89436498.9542,BMX_J,BMXWT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-body_weight_kg-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,body_weight_kg,75,91.4,kg,1843,89436498.9542,BMX_J,BMXWT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-body_weight_kg-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,body_weight_kg,90,109.3,kg,1843,89436498.9542,BMX_J,BMXWT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-59-body_weight_kg-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,59,body_weight_kg,95,124.9,kg,1843,89436498.9542,BMX_J,BMXWT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-height_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,height_cm,5,164.5,cm,502,26011347.492,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-height_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,height_cm,10,167.1,cm,502,26011347.492,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-height_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,height_cm,25,171.2,cm,502,26011347.492,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-height_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,height_cm,50,175.7,cm,502,26011347.492,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-height_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,height_cm,75,179.4,cm,502,26011347.492,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-height_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,height_cm,90,184.9,cm,502,26011347.492,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-29-height_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,29,height_cm,95,186.2,cm,502,26011347.492,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-height_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,height_cm,5,164.7,cm,359,20630229.2595,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-height_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,height_cm,10,167.2,cm,359,20630229.2595,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-height_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,height_cm,25,171.3,cm,359,20630229.2595,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-height_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,height_cm,50,176.1,cm,359,20630229.2595,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-height_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,height_cm,75,181.8,cm,359,20630229.2595,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-height_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,height_cm,90,186.3,cm,359,20630229.2595,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-30-39-height_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,30,39,height_cm,95,189.3,cm,359,20630229.2595,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-height_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,height_cm,5,164.4,cm,367,19156273.7816,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-height_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,height_cm,10,166.2,cm,367,19156273.7816,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-height_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,height_cm,25,171.6,cm,367,19156273.7816,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-height_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,height_cm,50,176.2,cm,367,19156273.7816,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-height_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,height_cm,75,181.5,cm,367,19156273.7816,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-height_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,height_cm,90,186.0,cm,367,19156273.7816,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-40-49-height_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,40,49,height_cm,95,188.5,cm,367,19156273.7816,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-height_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,height_cm,5,163.1,cm,404,21092748.0318,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-height_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,height_cm,10,166.0,cm,404,21092748.0318,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-height_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,height_cm,25,169.8,cm,404,21092748.0318,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-height_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,height_cm,50,175.1,cm,404,21092748.0318,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-height_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,height_cm,75,180.6,cm,404,21092748.0318,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-height_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,height_cm,90,184.3,cm,404,21092748.0318,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-50-59-height_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,50,59,height_cm,95,187.9,cm,404,21092748.0318,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-height_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,height_cm,5,164.0,cm,1632,86890598.5649,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-height_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,height_cm,10,166.7,cm,1632,86890598.5649,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-height_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,height_cm,25,171.0,cm,1632,86890598.5649,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-height_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,height_cm,50,175.8,cm,1632,86890598.5649,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-height_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,height_cm,75,180.6,cm,1632,86890598.5649,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-height_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,height_cm,90,185.3,cm,1632,86890598.5649,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-male-18-59-height_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,male,18,59,height_cm,95,188.1,cm,1632,86890598.5649,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-height_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,29,height_cm,5,151.1,cm,527,25848916.1071,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-height_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,29,height_cm,10,153.8,cm,527,25848916.1071,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-height_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,29,height_cm,25,158.2,cm,527,25848916.1071,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-height_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,29,height_cm,50,162.5,cm,527,25848916.1071,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-height_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,29,height_cm,75,166.4,cm,527,25848916.1071,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-height_cm-p90,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,29,height_cm,90,171.0,cm,527,25848916.1071,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-18-29-height_cm-p95,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,18,29,height_cm,95,173.5,cm,527,25848916.1071,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-height_cm-p5,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,30,39,height_cm,5,151.7,cm,447,21437021.3804,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-height_cm-p10,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,30,39,height_cm,10,154.1,cm,447,21437021.3804,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-height_cm-p25,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,30,39,height_cm,25,158.0,cm,447,21437021.3804,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-height_cm-p50,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,30,39,height_cm,50,162.4,cm,447,21437021.3804,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
nhanes-2017-2018-female-30-39-height_cm-p75,NHANES 2017-2018,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/BMX_J.htm,2017-2018,female,30,39,height_cm,75,167.7,cm,447,21437021.3804,BMX_J,BMXHT,"Weighted with WTMEC2YR. DXA metrics require DXAEXSTS=1 and region invalidity flags where applicable. US population reference; use for scale, not as an athlete-specific ideal."
